AmbCO - Ambulance Clinical Outcomes,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,SHA Code,SHA Name,Org Code,Org Name,SQU03_3_1_1 SUM,SQU03_3_1_2 SUM,SQU03_3_2_1 SUM,SQU03_3_2_2 SUM,SQU03_5_1_1 SUM,SQU03_5_1_2 SUM,SQU03_5_2_1 SUM,SQU03_5_2_2 SUM,SQU03_5_3_1 SUM,SQU03_5_3_2 SUM,SQU03_6_1_1 SUM,SQU03_6_1_2 SUM,SQU03_6_2_1 SUM,SQU03_6_2_2 SUM,SQU03_7_1_1 SUM,SQU03_7_1_2 SUM,SQU03_7_2_1 SUM,SQU03_7_2_2 SUM,
2013-14,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,38,97,5,8,NULL,NULL,74,87,87,129,92,209,545,563,15,75,3,7,
2014-15,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,52,128,20,35,0,0,42,48,66,94,91,175,506,517,22,127,12,34,
2015-16,OCTOBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,41,131,15,29,0,0,46,52,59,81,38,86,541,545,10,120,4,29,
2011-12,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,26,92,8,16,0,0,42,44,49,50,43,68,122,128,7,92,2,16,
2012-13,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,33,114,10,18,0,0,34,35,30,33,39,63,114,114,14,114,5,18,
2011-12,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,37,183,9,25,4,10,41,47,166,209,137,209,653,692,11,183,4,25,
2012-13,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,42,190,12,30,1,2,61,73,80,94,118,217,507,542,16,188,9,29,
2013-14,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,71,335,19,50,NULL,NULL,96,117,138,151,171,310,764,777,25,332,10,48,
2014-15,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,65,305,16,45,0,0,103,132,148,165,165,310,803,827,23,303,6,45,
2015-16,OCTOBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,73,291,24,45,0,0,91,116,162,203,186,434,848,887,20,281,10,42,
2011-12,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,22,103,11,21,0,0,69,75,64,74,159,191,294,307,9,102,7,21,
2012-13,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,38,123,12,21,0,0,84,97,43,49,132,172,312,322,12,123,7,21,
2013-14,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,36,150,5,12,NULL,NULL,64,72,62,68,129,169,319,322,13,149,5,12,
2014-15,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,25,108,8,13,0,0,58,67,42,55,110,168,397,400,3,101,2,11,
2015-16,SEPTEMBER,Q30,NORTH EAST STRATEGIC HEALTH AUTHORITY,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,34,130,7,12,0,0,45,49,42,48,86,172,340,355,11,130,3,12,
2011-12,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,44,197,9,29,5,9,90,107,133,176,75,88,278,286,10,145,2,16,
2012-13,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,82,310,23,48,2,6,123,143,172,195,325,405,1070,1083,21,266,11,39,
2013-14,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,95,320,22,45,NULL,NULL,113,123,169,191,304,403,978,986,30,279,14,36,
2014-15,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,88,263,25,42,0,0,115,128,195,224,147,239,541,543,29,245,5,37,
2015-16,SEPTEMBER,Q31,NORTH WEST STRATEGIC HEALTH AUTHORITY,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,105,293,27,44,0,0,65,74,144,178,389,603,1403,1412,34,278,17,43,
2011-12,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,33,215,8,25,0,2,75,93,113,141,238,352,764,789,13,215,5,25,
2012-13,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,75,274,28,46,0,0,111,130,97,122,218,348,697,722,28,272,16,44,
2013-14,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,51,244,14,31,NULL,NULL,89,98,77,86,219,339,607,621,24,236,13,27,
2014-15,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,49,193,10,20,0,0,94,115,88,109,202,375,663,676,20,182,5,17,
2015-16,SEPTEMBER,Q32,YORKSHIRE AND THE HUMBER STRATEGIC HEALTH AUTHORITY,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,47,217,8,21,0,0,76,95,84,103,217,402,711,724,10,206,3,17,
2011-12,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,17,85,3,11,4,8,66,74,73,94,51,87,710,745,5,78,4,8,
2012-13,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,266,22,56,3,6,73,82,94,132,40,75,768,804,12,251,10,49,
2013-14,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,39,211,6,19,NULL,NULL,89,93,110,142,44,75,725,752,11,195,5,15,
2014-15,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,40,176,10,23,0,0,96,104,97,110,82,135,741,750,3,156,2,17,
2015-16,SEPTEMBER,Q33,EAST MIDLANDS STRATEGIC HEALTH AUTHORITY,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,53,209,9,20,0,0,52,57,100,126,73,130,745,759,11,197,3,19,
2011-12,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,41,187,11,21,0,0,105,124,91,107,15,242,706,739,4,187,4,21,
2012-13,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,68,233,11,23,0,4,98,115,78,94,119,202,676,711,20,233,6,23,
2013-14,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,78,298,16,36,NULL,NULL,120,129,85,103,172,299,793,848,17,298,8,36,
2014-15,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,87,279,15,26,0,0,98,119,59,71,99,217,577,616,23,279,9,26,
2015-16,SEPTEMBER,Q34,WEST MIDLANDS STRATEGIC HEALTH AUTHORITY,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,98,312,25,47,0,0,80,91,85,112,135,226,552,588,29,312,10,47,
2011-12,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,51,219,14,35,0,0,59,65,127,153,113,192,511,527,10,204,7,32,
2012-13,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,48,257,16,37,0,0,87,92,125,145,101,264,618,636,25,257,12,37,
2013-14,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,53,229,19,40,NULL,NULL,27,30,111,126,125,243,592,616,11,224,5,27,
2014-15,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,68,241,16,29,0,0,93,97,117,146,111,203,538,566,20,231,5,24,
2015-16,SEPTEMBER,Q35,EAST OF ENGLAND STRATEGIC HEALTH AUTHORITY,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,69,263,11,24,0,0,81,93,121,153,128,287,666,678,21,257,9,23,
2011-12,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,92,309,22,39,0,0,84,97,118,216,261,426,953,1080,20,305,7,37,
2012-13,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,97,319,24,46,0,1,103,109,138,219,329,494,772,818,37,318,17,46,
2013-14,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,100,327,28,46,NULL,NULL,107,115,163,226,371,546,852,894,27,317,12,43,
2014-15,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,91,328,13,27,0,0,93,95,144,217,311,536,829,872,21,323,5,26,
2015-16,SEPTEMBER,Q36,LONDON STRATEGIC HEALTH AUTHORITY,RRU,LONDON AMBULANCE SERVICE NHS TRUST,83,318,13,27,0,0,92,99,150,207,366,596,1012,1033,16,316,6,27,
2011-12,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,24,109,7,15,0,0,77,79,69,79,266,411,410,413,5,104,4,10,
2012-13,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,32,126,11,32,0,0,64,74,57,75,230,378,459,494,8,119,5,31,
2013-14,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,65,222,21,34,NULL,NULL,82,86,110,132,381,612,796,875,7,127,3,15,
2014-15,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,59,175,21,32,0,0,75,82,85,112,288,448,745,789,21,171,12,31,
2015-16,SEPTEMBER,Q37,SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,53,193,17,29,0,0,49,54,68,102,271,420,500,521,16,177,6,16,
2011-12,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,5QT,ISLE OF WIGHT NHS PCT,2,8,0,1,0,0,1,1,3,3,15,32,37,44,0,8,0,1,
2012-13,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,3,4,0,0,0,1,0,2,3,3,3,6,33,33,0,4,0,0,
2013-14,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,0,6,0,0,NULL,NULL,0,0,3,6,4,4,11,11,0,6,0,0,
2014-15,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,4,7,2,4,0,0,0,1,2,2,10,15,26,30,1,7,1,4,
2015-16,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,R1F,ISLE OF WIGHT NHS TRUST,2,13,1,1,0,0,0,1,4,6,12,21,25,27,0,13,0,1,
2011-12,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,29,145,4,10,0,0,75,77,33,50,84,163,47,50,0,0,0,0,
2012-13,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,41,91,8,13,0,0,51,61,62,107,56,127,558,578,18,81,4,12,
2013-14,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,40,94,3,12,NULL,NULL,55,67,69,96,99,216,527,531,11,71,1,9,
2014-15,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,62,130,28,42,0,0,66,70,66,86,108,190,497,504,25,128,16,42,
2015-16,SEPTEMBER,Q38,SOUTH CENTRAL STRATEGIC HEALTH AUTHORITY,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,19,136,7,37,0,0,50,54,66,85,37,84,595,607,17,127,5,36,
2011-12,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,17,76,8,11,0,0,39,40,36,36,45,69,137,139,7,76,4,11,
2012-13,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RX5,GREAT WESTERN AMBULANCE SERVICE NHS TRUST,28,96,8,15,0,0,34,34,24,26,53,85,121,121,8,96,3,15,
2011-12,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,32,166,7,21,6,6,51,62,149,187,139,216,562,607,10,165,3,21,
2012-13,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,51,209,13,26,0,2,46,56,87,101,122,215,529,552,21,209,5,26,
2013-14,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,72,294,21,39,NULL,NULL,88,109,143,162,173,315,786,810,26,291,12,38,
2014-15,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,81,304,28,51,0,0,82,107,175,193,175,295,822,838,32,302,18,50,
2015-16,SEPTEMBER,Q39,SOUTH WEST STRATEGIC HEALTH AUTHORITY,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,84,282,26,43,0,0,148,178,83,103,140,348,802,837,31,282,16,43,
