NHS 111 - SHA & Self Provider View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider Org:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearnumber,Periodname,Provider Org Code,Provider Name,Commissioner Org Code,Commissioner Org Name,Nhs1 Population SUM,Nhs1 Number Calls Offered SUM,Nhs1 Calls Through 111 SUM,Nhs1 Calls Through Other SUM,Nhs1 Abandoned Calls SUM,Nhs1 Answered Calls SUM,Nhs1 Answered Through 111 SUM,Nhs1 Answered Through Other SUM,Nhs1 Answered 60sec SUM,Nhs1 Calls Person Triaged SUM,Nhs1 Cnt Caller Terminated SUM,Nhs1 Cnt Caller Referred SUM,Nhs1 Cnt Caller Given Info SUM,Nhs1 Cnt Other Reason SUM,Nhs1 Transferred To Ca SUM,Nhs1 Wtransferred To Ca SUM,Nhs1 Ave Wtransfer Time SUM,Nhs1 Person Offered Call Back SUM,Nhs1 Calls Back Within 10mins SUM,Nhs1 Ave Episode Length SUM,Nhs1 Amb Dispatches SUM,Nhs1 Recommend To Ae SUM,Nhs1 Recommend To Primcare SUM,Nhs1 Rec Contact Prim Com Care SUM,Nhs1 Rec Speak Prim Com Care SUM,Nhs1 Rec Dental Pharmacy SUM,Nhs1 Recommend To Other SUM,Nhs1 Not Recommend SUM,Nhs1 Given Health Information SUM,Nhs1 Recommended Home Care SUM,Nhs1 Recommended Non Clinical SUM,Nhs1 Time Call Handlers SUM,Nhs1 Time Clinical Staff SUM,Nhs1 Cost Call Handlers SUM,Nhs1 Cost Clinical Staff SUM,Nhs1 Total Other Costs SUM
2013-14,Jan-14,111AF5,NORTH WEST NHS 111,01A,NHS EAST LANCASHIRE CCG,6701700,59276,59276,0,160,58486,58486,0,57476,53477,2571,1133,1067,238,15637,14364,00:00:14,1273,793,00:09:12,5907,4771,30653,20745,5146,4762,830,11316,1569,4325,5422,220339,215882,0,0,0
2013-14,Jan-14,111AF6,BLACKPOOL NHS 111,01A,NHS EAST LANCASHIRE CCG,466400,12454,12454,0,54,12092,12092,0,11716,9519,355,0,35,2183,2131,1845,00:00:12,286,180,00:07:02,925,846,6585,5245,1035,305,108,1055,114,570,371,37496,24059,0,0,0
2013-14,Jan-14,111AF7,WINTER CONTINGENCY NHS 111,10Y,NHS AYLESBURY VALE CCG,-,9971,9971,0,2,9907,9907,0,9847,9137,588,0,129,53,2009,1906,00:00:00,103,64,00:08:55,700,647,6007,4234,1021,752,296,1487,203,696,588,0,0,0,0,0
2013-14,Feb-14,111AA1,COUNTY DURHAM AND DARLINGTON NHS 111,00C,NHS DARLINGTON CCG,2615600,52670,50335,2335,953,45180,44739,441,41713,41186,2173,461,1374,1369,13948,13039,00:00:56,909,567,00:10:30,7373,3174,24101,14788,6950,2363,2548,3990,754,2215,1021,356483,136136,0,0,0
2013-14,Feb-14,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,728300,13665,13665,0,42,13623,13623,0,13338,11570,295,62,51,1645,3055,1993,00:00:58,1061,419,00:11:55,1537,956,7630,5478,1550,602,286,1161,157,708,296,0,0,0,0,0
2013-14,Feb-14,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,211100,2884,2884,0,66,2818,2818,0,2689,1686,127,0,4,1001,306,63,00:01:04,243,240,01:13:35,46,123,1216,869,244,103,69,232,51,139,42,0,0,0,0,0
2013-14,Feb-14,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,996700,15595,15595,0,166,15026,15026,0,13913,12450,35,3,5,2533,4700,2890,00:00:17,1810,506,00:15:34,1218,1083,7867,5404,1552,911,200,2082,264,917,901,115218,52976,0,0,0
2013-14,Feb-14,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1000900,19828,19294,534,234,19142,18646,496,17731,17093,36,3,4,2006,6855,4113,00:00:16,2742,758,00:16:00,1654,1271,10656,7495,2340,821,747,2765,311,1249,1205,145365,80046,0,0,0
2013-14,Feb-14,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,139500,4309,4298,11,97,3989,3980,9,3828,3687,35,49,23,195,563,537,00:00:30,26,15,00:07:23,443,205,2558,1443,752,363,204,277,97,154,26,23798,7717,5876,3297,0
2013-14,Feb-14,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,565300,16916,16916,0,335,16238,16238,0,14917,6374,352,9,160,9343,977,380,00:03:16,597,340,00:11:32,810,503,3904,2509,1168,227,317,840,253,278,309,0,0,0,0,0
2013-14,Feb-14,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,291100,6629,6629,0,12,6617,6617,0,6496,4736,200,7,35,1639,1337,988,00:00:57,349,165,00:13:11,592,389,3044,2244,601,199,62,649,93,342,214,0,0,0,0,0
2013-14,Feb-14,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,376700,4041,4041,0,8,4033,4033,0,3953,2960,124,12,7,930,742,561,00:01:03,181,77,00:12:29,359,244,1885,1406,372,107,78,394,31,222,141,0,0,0,0,0
2013-14,Feb-14,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1131700,29988,19304,10684,232,22823,17884,4939,22067,17564,0,19,0,5240,5410,4323,00:00:47,1087,838,00:09:30,1275,1206,12657,8733,3195,729,615,1811,392,997,422,376590,178782,0,0,0
2013-14,Feb-14,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,214400,4978,4761,217,6,4972,4755,217,4856,3802,2,0,2,1166,1182,399,00:04:52,783,275,00:16:26,399,190,2413,1235,1025,153,265,535,60,266,209,32221.88333,9056,0,0,0
2013-14,Feb-14,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,654300,16060,15345,715,189,15431,14732,699,14645,12356,1416,0,47,1612,2183,333,00:01:04,1850,1813,01:02:39,1373,820,7768,5295,1738,735,1107,1288,238,752,298,0,0,0,0,0
2013-14,Feb-14,111AB9,NORFOLK NHS 111,06Y,NHS SOUTH NORFOLK CCG,778100,19872,16732,3140,74,18793,16586,2207,18535,14164,17,17,130,4465,4684,3668,00:00:50,959,680,00:10:51,1406,958,9692,5618,3360,714,72,2036,122,1242,672,0,0,0,0,0
2013-14,Feb-14,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,623000,12026,12026,0,30,11996,11996,0,11731,9943,253,42,26,1732,2551,1473,00:00:52,1078,590,00:11:21,1163,788,6686,4636,1506,544,390,916,97,534,285,0,0,0,0,0
2013-14,Feb-14,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,999400,16546,16328,218,8,16538,16320,218,16322,14154,7,0,9,2368,4602,2078,00:04:15,2524,765,00:16:37,1234,868,8945,5409,3086,450,796,2311,256,1127,928,125683.8333,33973.25,0,0,0
2013-14,Feb-14,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,766300,14210,13781,429,12,14198,13769,429,13920,11115,89,15,5,2974,3530,1303,00:02:34,2187,822,00:14:57,1017,770,7272,4517,2305,450,449,1607,235,957,415,29371.75,7896.383333,0,0,0
2013-14,Feb-14,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,863900,21170,8571,12599,81,15927,7905,8022,15576,12654,29,23,65,3156,3861,2046,00:03:33,1815,627,00:14:00,1203,1165,8727,5218,2661,848,146,1413,351,700,362,316730,110887,0,0,0
2013-14,Feb-14,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,696300,13979,13979,0,120,13570,13570,0,12515,11985,29,1,2,1553,4239,2509,00:00:13,1730,483,00:15:07,1009,985,7931,6014,1663,254,268,1792,218,787,787,105678,46941,0,0,0
2013-14,Feb-14,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,265200,4783,4783,0,22,4761,4761,0,4697,3915,133,23,16,674,1086,739,00:01:14,347,145,00:12:22,378,405,2558,1774,456,328,68,506,66,305,135,0,0,0,0,0
2013-14,Feb-14,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1037700,14827,14827,0,148,14258,14258,0,13177,12643,32,2,3,1578,4606,2722,00:00:17,1884,518,00:15:58,1262,965,7878,5417,1785,676,355,2183,271,948,964,108556,51863,0,0,0
2013-14,Feb-14,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4591400,64104,62385,1719,255,63179,61635,1544,61223,55547,0,0,0,7632,11141,6059,00:02:14,5082,2832,00:11:24,6315,4149,34782,22830,8785,3167,2022,8279,1098,3628,3553,279646.6167,217368.1833,0,0,0
2013-14,Feb-14,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,314000,3093,3093,0,9,3084,3084,0,3023,2446,132,10,12,484,714,551,00:01:26,163,76,00:12:59,237,225,1557,1161,304,92,40,387,35,219,133,0,0,0,0,0
2013-14,Feb-14,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,406400,5565,5565,0,8,5557,5557,0,5451,4252,172,8,22,1103,1220,918,00:01:11,302,140,00:13:08,448,379,2763,2062,528,173,80,582,57,352,173,0,0,0,0,0
2013-14,Feb-14,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,363700,3138,3138,0,11,3127,3127,0,3066,2438,116,19,12,542,770,577,00:01:03,193,104,00:13:30,270,218,1548,1162,317,69,39,363,34,210,119,0,0,0,0,0
2013-14,Feb-14,111AD4,NORTH WEST LONDON NHS 111,08X,NHS WANDSWORTH CCG,1183100,5207,5207,0,12,5195,5195,0,5086,4299,194,20,27,655,1266,945,00:00:56,321,158,00:13:18,461,368,2751,1950,615,186,69,650,78,365,207,0,0,0,0,0
2013-14,Feb-14,111AD5,NORTH CENTRAL LONDON NHS 111,07M,NHS BARNET CCG,1419800,9983,9983,0,207,9613,9613,0,8777,15280,675,2,376,0,2750,871,00:04:02,1879,831,00:13:16,2051,1172,9592,6308,2512,772,438,2027,612,748,667,0,0,0,0,0
2013-14,Feb-14,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1006700,20277,15229,5048,843,19434,14832,4602,18462,14823,745,0,73,0,2603,1446,00:00:56,1155,880,00:11:02,1519,1184,9399,7081,1751,567,671,2050,165,1093,792,0,0,0,0,0
2013-14,Feb-14,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1734700,22722,22722,0,78,22486,22486,0,21931,18979,0,0,0,3507,4844,4479,00:00:06,365,295,00:08:31,1666,1513,11686,8368,1977,1341,636,3478,569,1563,1346,77211,71903,0,0,0
2013-14,Feb-14,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,868900,7776,7776,0,433,7343,7343,0,6950,5413,251,0,35,0,971,550,00:01:00,422,292,00:11:39,579,510,3374,2515,510,349,199,751,81,417,253,0,0,0,0,0
2013-14,Feb-14,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5476700,101465,101465,0,687,100152,100152,0,96650,85102,6225,30,550,8245,19735,6404,00:01:11,13325,4823,00:15:46,8735,5666,53921,33431,9167,11323,3619,13161,210,6063,6888,695570,270068,0,0,0
2013-14,Feb-14,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1842600,35213,33961,1252,832,34381,33164,1217,31303,29773,1557,0,111,2940,5374,1761,00:01:31,3614,3571,00:24:12,3059,2189,19202,12156,6152,894,2597,2726,533,1466,727,0,0,0,0,0
2013-14,Feb-14,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,521300,11485,11485,0,1,11043,11043,0,11043,8027,553,27,30,2406,1631,782,00:01:02,844,815,01:11:52,852,538,5128,3659,1182,287,489,1020,165,577,278,0,0,0,0,0
2013-14,Feb-14,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,897000,18381,18381,0,9,17897,17897,0,17877,15193,1313,34,69,1288,2945,1123,00:01:04,1766,1714,00:49:28,1591,991,10086,7102,2393,591,578,1947,348,1101,498,0,0,0,0,0
2013-14,Feb-14,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4526600,83929,83929,0,810,82577,82577,0,77651,68051,4274,166,182,9904,16077,8990,00:01:13,7087,2648,00:12:59,8134,4148,45356,35716,6753,2887,263,10150,799,4811,4540,0,0,0,0,0
2013-14,Feb-14,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,758200,16958,16937,21,78,15678,15672,6,14947,14873,751,1,34,19,3038,999,00:00:53,2039,672,00:16:15,1454,731,8775,6096,1320,1359,628,3285,34,1234,2017,148343,49797,0,0,0
2013-14,Feb-14,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,661200,10403,10403,0,29,10374,10374,0,10103,9258,434,208,23,451,2149,1328,00:00:39,821,398,00:11:43,1157,615,6271,4319,1310,642,91,1124,104,565,455,0,0,0,0,0
2013-14,Feb-14,111AE7,"BRISTOL, NORTH SOMERSET & SOUTH GLOUCESTERSHIRE NHS 111",11H,NHS BRISTOL CCG,920600,21279,21279,0,39,21240,21240,0,20775,18670,1105,406,78,981,4453,2738,00:00:51,1714,807,00:12:02,2030,1369,12508,8786,2405,1317,135,2628,231,1273,1124,0,0,0,0,0
2013-14,Feb-14,111AE8,GLOUCESTERSHIRE & SWINDON NHS 111,11M,NHS GLOUCESTERSHIRE CCG,832200,12136,12136,0,43,12093,12093,0,11805,9903,543,296,34,1317,2435,1517,00:00:43,918,389,00:12:01,1156,657,6607,4784,1463,360,136,1347,137,658,552,0,0,0,0,0
2013-14,Feb-14,111AE9,SOMERSET NHS 111,11X,NHS SOMERSET CCG,540500,10771,10762,9,119,9874,9872,2,9125,9255,593,1,16,9,1894,760,00:00:52,1134,358,00:15:57,902,395,5381,4094,955,332,646,1931,16,730,1185,95193,31035,0,0,0
2013-14,Feb-14,111AF1,CORNWALL NHS 111,11N,NHS KERNOW CCG,548800,3925,3840,85,40,3363,3339,24,3141,3116,234,0,8,5,773,310,00:00:46,463,154,00:19:58,344,207,1753,1278,274,201,14,798,9,373,416,34700,12666,0,0,0
2013-14,Feb-14,111AF2,DEVON NHS 111,99P,"NHS NORTHERN, EASTERN AND WESTERN DEVON CCG",1152600,13496,13353,143,149,11970,11922,48,11169,11374,537,0,34,25,2741,1106,00:00:46,1634,531,00:18:44,1344,723,6443,4899,1083,461,157,2707,35,1199,1473,125027,44914,0,0,0
2013-14,Feb-14,111AF3,BEDFORDSHIRE NHS 111,06F,NHS BEDFORDSHIRE CCG,429000,1345,1345,0,18,1311,1311,0,1239,1462,187,0,9,0,287,59,00:01:02,228,225,01:21:31,50,156,1020,637,194,189,41,195,47,122,26,0,0,0,0,0
2013-14,Feb-14,111AF4,STAFFORDSHIRE NHS 111,05V,NHS STAFFORD AND SURROUNDS CCG,1108600,23820,13726,10094,132,15966,12534,3432,15683,12138,459,3353,16,0,3659,3197,00:00:02,462,308,00:09:37,1845,794,7766,5349,1553,864,310,1423,42,897,484,151349,27292,0,0,0
2013-14,Feb-14,111AF5,NORTH WEST NHS 111,01A,NHS EAST LANCASHIRE CCG,6701700,59838,59838,0,748,58325,58325,0,54192,53376,2245,0,820,1884,13868,9455,00:00:14,4413,2474,00:10:08,5450,4646,29229,20132,4591,4506,916,13135,1331,4219,7585,498215,190293,0,0,0
2013-14,Feb-14,111AF6,BLACKPOOL NHS 111,01A,NHS EAST LANCASHIRE CCG,466400,12201,12201,0,91,11917,11917,0,11273,9798,572,0,35,1512,2212,1441,00:00:12,771,409,00:07:48,856,852,6238,4986,928,324,126,1726,115,625,986,36637,23572,0,0,0
2013-14,Feb-14,111AF7,WINTER CONTINGENCY NHS 111,10Y,NHS AYLESBURY VALE CCG,-,7740,7740,0,0,7717,7717,0,7714,7096,540,0,81,0,1986,1895,00:00:00,91,42,00:08:54,598,596,4273,2722,1035,516,283,1346,164,642,540,0,0,0,0,0
2013-14,Mar-14,111AA1,COUNTY DURHAM AND DARLINGTON NHS 111,00N,NHS SOUTH TYNESIDE CCG,2615600,59486,57181,2305,800,51194,50742,452,47478,46689,2565,630,1405,1484,15756,15261,00:00:53,495,265,00:10:27,8262,3675,27504,17167,7827,2510,2883,4365,759,2569,1037,406284,150330,0,0,0
2013-14,Mar-14,111AA2,LINCOLNSHIRE NHS 111,03T,NHS LINCOLNSHIRE EAST CCG,728300,15550,15550,0,99,15451,15451,0,14828,13173,372,91,58,1757,3515,2460,00:00:59,1055,469,00:11:27,1561,1093,8893,6571,1729,593,294,1332,176,784,372,0,0,0,0,0
2013-14,Mar-14,111AA3,LUTON NHS 111,06P,NHS LUTON CCG,211100,5594,5594,0,86,5446,5446,0,5056,3368,266,0,6,1806,570,113,00:01:09,457,448,01:21:39,444,241,2169,1569,410,190,132,382,51,242,89,0,0,0,0,0
2013-14,Mar-14,111AA4,NOTTINGHAM CITY NHS 111,04K,NHS NOTTINGHAM CITY CCG,996700,18760,18759,1,348,17983,17983,0,15921,14975,40,5,7,2956,4898,2761,00:00:12,2137,567,00:15:20,1439,1313,9463,6410,1950,1103,292,2468,271,1092,1105,128301,60406,0,0,0
2013-14,Mar-14,111AA5,DERBYSHIRE NHS 111,04J,NHS NORTH DERBYSHIRE CCG,1000900,23546,22962,584,434,22508,21971,537,19782,19958,54,8,6,2482,7392,3995,00:00:24,3397,835,00:16:14,1867,1494,12501,8822,2713,966,883,3213,314,1466,1433,158031,90986,0,0,0
2013-14,Mar-14,111AA5,DERBYSHIRE NHS 111,04R,NHS SOUTHERN DERBYSHIRE CCG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:00:00,0,0,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-14,Mar-14,111AA6,ISLE OF WIGHT NHS 111,10L,NHS ISLE OF WIGHT CCG,139500,5346,5327,19,139,4897,4881,16,4667,4560,49,72,23,193,743,711,00:00:36,32,14,00:07:19,479,233,3143,1752,898,493,286,419,123,252,44,28436,10588,7025,4529,0
2013-14,Mar-14,111AA7,INNER NORTH WEST LONDON NHS 111,08C,NHS HAMMERSMITH AND FULHAM CCG,565300,18470,18470,0,619,17814,17814,0,16571,7251,339,12,45,10167,1092,420,00:03:22,672,355,00:12:00,887,585,4669,3062,1388,219,118,992,264,344,384,0,0,0,0,0
2013-14,Mar-14,111AA9,HILLINGDON LONDON NHS 111,08G,NHS HILLINGDON CCG,291100,7886,7886,0,38,7848,7848,0,7535,5607,252,21,32,1936,1495,1216,00:00:57,279,160,00:12:38,663,452,3608,2713,671,224,88,796,89,443,264,0,0,0,0,0
2013-14,Mar-14,111AB1,CROYDON NHS 111,07V,NHS CROYDON CCG,376700,5119,5119,0,27,5092,5092,0,4874,3745,170,26,14,1137,967,772,00:00:45,195,106,00:12:06,443,316,2425,1810,452,163,82,479,47,248,184,0,0,0,0,0
2013-14,Mar-14,111AB2,HERTFORDSHIRE NHS 111,06K,NHS EAST AND NORTH HERTFORDSHIRE CCG,1131700,34414,22220,12194,166,26532,20997,5535,25908,20735,0,11,0,5786,6360,4999,00:00:46,1361,994,00:09:27,1538,1557,14867,10277,3755,835,636,2137,429,1244,464,460334,197380,0,0,0
2013-14,Mar-14,111AB3,GREAT YARMOUTH AND WAVENEY NHS 111,06M,NHS GREAT YARMOUTH AND WAVENEY CCG,214400,5371,5168,203,10,5361,5159,202,5151,4360,0,0,3,998,1377,504,00:04:26,873,283,00:16:02,485,263,2680,1437,1085,158,321,611,53,305,253,36382,9755,0,0,0
2013-14,Mar-14,111AB4,OXFORDSHIRE NHS 111,10Q,NHS OXFORDSHIRE CCG,654300,19311,18588,723,285,18485,17774,711,17205,14474,1710,0,42,2259,2500,434,00:01:08,2066,2066,00:52:21,1580,968,9002,6320,1907,775,1242,1682,194,1008,480,0,0,0,0,0
2013-14,Mar-14,111AB9,NORFOLK NHS 111,06Y,NHS SOUTH NORFOLK CCG,778100,23841,19866,3975,118,22627,19703,2924,22189,16467,25,24,160,5951,5476,4117,00:01:03,1314,962,00:10:55,1594,1174,11279,6720,3806,753,81,2339,158,1427,754,0,0,0,0,0
2013-14,Mar-14,111AC2,SUFFOLK NHS 111,06L,NHS IPSWICH AND EAST SUFFOLK CCG,623000,13692,13692,0,68,13624,13624,0,13079,11325,276,64,37,1922,2868,1867,00:00:56,1001,600,00:11:09,1166,895,7775,5400,1729,646,392,1097,123,647,327,0,0,0,0,0
2013-14,Mar-14,111AC3,NORTH ESSEX NHS 111,07H,NHS WEST ESSEX CCG,999400,19198,19017,181,27,19171,18990,181,18519,16482,12,1,10,2666,5313,2530,00:04:13,2783,774,00:17:06,1393,1137,10313,6274,3507,532,826,2813,264,1377,1172,148604.25,41495.2,0,0,0
2013-14,Mar-14,111AC4,SOUTH ESSEX NHS 111,99F,NHS CASTLE POINT AND ROCHFORD CCG,766300,16320,15766,554,26,16294,15742,552,15725,13357,105,17,12,2803,4165,1571,00:03:01,2545,813,00:14:51,1156,1073,8683,5390,2759,534,551,1894,261,1168,465,24969.81667,7284.983333,0,0,0
2013-14,Mar-14,111AC5,CAMBRIDGESHIRE & PETERBOROUGH NHS 111,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH CCG,863900,24981,11163,13818,128,18864,10364,8500,18340,14940,31,23,74,3796,4690,2354,00:00:47,2336,921,00:13:00,1408,1417,10401,6272,3221,908,142,1572,343,906,323,337379,119678,0,0,0
2013-14,Mar-14,111AC6,NORTHAMPTONSHIRE NHS 111,03V,NHS CORBY CCG,696300,17372,17372,0,308,16686,16686,0,14602,14706,28,6,9,1937,4742,2519,00:00:08,2223,498,00:15:36,1117,1211,9886,7527,2048,311,324,2168,194,977,997,120864,54766,0,0,0
2013-14,Mar-14,111AC7,MILTON KEYNES NHS 111,04F,NHS MILTON KEYNES CCG,265200,5352,5352,0,45,5307,5307,0,5134,4341,126,36,28,776,1228,855,00:00:59,373,172,00:12:10,412,429,2870,2030,480,360,70,560,75,357,128,0,0,0,0,0
2013-14,Mar-14,111AC8,LEICESTERSHIRE & RUTLAND NHS 111,04C,NHS LEICESTER CITY CCG,1037700,17679,17679,0,312,16890,16890,0,14967,15042,40,3,8,1797,4840,2606,00:00:11,2234,542,00:16:02,1397,1160,9462,6571,2110,781,459,2564,264,1038,1262,119952,57128,0,0,0
2013-14,Mar-14,111AC9,WEST MIDLANDS NHS 111,05L,NHS SANDWELL AND WEST BIRMINGHAM CCG,4591400,74354,72611,1743,583,72941,71361,1580,69312,64690,0,0,0,8251,12718,7461,00:01:56,5257,2767,00:11:45,6686,5116,40593,27663,9547,3383,2191,10104,1120,4619,4365,316856.9667,253500.4,0,0,0
2013-14,Mar-14,111AD1,WANDSWORTH NHS 111,08X,NHS WANDSWORTH CCG,314000,3791,3791,0,15,3776,3776,0,3638,2882,118,13,17,746,814,645,00:01:09,169,99,00:12:49,284,283,1823,1352,346,125,68,424,47,258,119,0,0,0,0,0
2013-14,Mar-14,111AD2,SUTTON & MERTON NHS 111,08T,NHS SUTTON CCG,406400,6480,6480,0,34,6446,6446,0,6159,4864,200,23,27,1332,1354,1061,00:00:47,293,161,00:12:35,488,447,3207,2352,651,204,99,623,75,348,200,0,0,0,0,0
2013-14,Mar-14,111AD3,KINGSTON & RICHMOND NHS 111,08J,NHS KINGSTON CCG,363700,3869,3869,0,24,3845,3845,0,3698,2950,124,23,16,732,873,697,00:00:59,176,97,00:12:38,265,271,1942,1457,379,106,51,421,53,243,125,0,0,0,0,0
2013-14,Mar-14,111AD4,NORTH WEST LONDON NHS 111,08X,NHS WANDSWORTH CCG,1183100,6302,6302,0,30,6272,6272,0,6044,5273,258,36,29,676,1578,1217,00:00:42,361,215,00:12:56,543,473,3393,2475,706,212,87,777,89,424,264,0,0,0,0,0
2013-14,Mar-14,111AD5,NORTH CENTRAL LONDON NHS 111,07M,NHS BARNET CCG,1419800,11934,11934,0,359,11545,11545,0,10698,17115,722,7,149,0,2991,945,00:03:59,2046,920,00:12:55,2117,1374,10996,7430,2767,799,244,2384,620,986,778,0,0,0,0,0
2013-14,Mar-14,111AD6,OUTER NORTH EAST LONDON NHS 111,08N,NHS REDBRIDGE CCG,1006700,23377,17648,5729,1808,21569,16819,4750,20606,16810,885,0,100,0,3173,1845,00:00:55,1330,931,00:10:57,1757,1385,10421,7876,1887,658,859,2388,194,1241,953,0,0,0,0,0
2013-14,Mar-14,111AD7,SOUTH EAST LONDON NHS 111,07N,NHS BEXLEY CCG,1734700,26053,26053,0,116,25734,25734,0,25012,23009,0,0,0,2725,5593,4684,00:00:10,909,704,00:08:59,1964,1825,13622,9860,2119,1643,671,4927,585,1905,2437,94131,84475,0,0,0
2013-14,Mar-14,111AD8,EAST LONDON & CITY NHS 111,08V,NHS TOWER HAMLETS CCG,868900,9170,9170,0,464,8706,8706,0,8357,6540,317,0,34,0,1282,753,00:01:00,526,366,00:11:42,719,625,3989,2976,605,408,264,943,77,552,314,0,0,0,0,0
2013-14,Mar-14,111AD9,YORKSHIRE AND HUMBER NHS 111,02N,"NHS AIREDALE, WHARFEDALE AND CRAVEN CCG",5476700,113769,113769,0,777,112189,112189,0,108303,96050,7136,0,537,8466,22109,8405,00:01:07,13687,5302,00:15:11,9667,6784,60984,39426,9599,11959,4066,14549,1549,5804,7196,1037115,408046,0,0,0
2013-14,Mar-14,111AE1,MAINLAND SHIP NHS 111,10R,NHS PORTSMOUTH CCG,1842600,40482,38933,1549,1309,39173,37688,1485,34539,33771,1734,0,143,3525,5715,1572,00:01:34,4144,4099,00:25:13,3427,2502,21899,14206,6864,829,2848,3095,398,1740,957,0,0,0,0,0
2013-14,Mar-14,111AE2,BUCKINGHAMSHIRE NHS 111,10Y,NHS AYLESBURY VALE CCG,521300,14130,14130,0,361,13709,13709,0,13839,9786,621,42,36,3224,1994,1223,00:01:11,771,743,01:09:13,927,672,6409,4697,1363,349,498,1280,127,721,432,0,0,0,0,0
2013-14,Mar-14,111AE3,BERKSHIRE NHS 111,11D,NHS WOKINGHAM CCG,897000,21630,21630,0,467,20666,20666,0,20173,17266,1289,62,51,1998,3447,1951,00:01:07,1496,1467,00:53:56,1674,1213,11491,8318,2517,656,660,2228,234,1264,730,0,0,0,0,0
2013-14,Mar-14,111AE4,SOUTH EAST COAST NHS 111,10D,NHS SWALE CCG,4526600,99408,99408,0,721,98067,98067,0,93126,79419,4833,211,191,13413,19616,11004,00:01:15,8612,3417,00:13:06,8660,5158,53540,42724,7673,3143,304,11757,1089,5527,5141,0,0,0,0,0
2013-14,Mar-14,111AE5,DORSET NHS 111,11J,NHS DORSET CCG,758200,20120,20100,20,212,18510,18505,5,16928,17476,968,2,43,21,3239,771,00:00:51,2468,712,00:17:18,1783,883,10246,7083,1665,1498,820,3744,53,1196,2495,168824,59502,0,0,0
2013-14,Mar-14,111AE6,BANES & WILTSHIRE NHS 111,99N,NHS WILTSHIRE CCG,661200,12687,12687,0,96,12591,12591,0,11989,10810,454,305,33,989,2787,1829,00:00:45,958,449,00:11:56,1147,761,7579,5246,1626,707,103,1220,127,628,465,0,0,0,0,0
