AmbSYS - Ambulance Systems Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,Parent org code,Parent name,Org Code,Org Name,HQU03_1_1_3 SUM,HQU03_1_1_4 SUM,HQU03_1_1_5 SUM,HQU03_1_1_6 SUM,HQU03_1_1_7 SUM,HQU03_1_2_1 SUM,HQU03_1_2_2 SUM,SQU03_1_1_1 SUM,SQU03_1_1_2 SUM,SQU03_2_1_1 SUM,SQU03_2_1_2 SUM,SQU03_2_2_1 SUM,SQU03_2_2_2 SUM,SQU03_2_3_1 SUM,SQU03_2_3_2 SUM,SQU03_8_1_1_50 SUM,SQU03_8_1_1_95 SUM,SQU03_8_1_1_99 SUM,SQU03_9_1_1_50 SUM,SQU03_9_1_1_95 SUM,SQU03_9_1_1_99 SUM,SQU03_10_1_1 SUM,SQU03_10_1_2 SUM,SQU03_10_2_1 SUM,SQU03_10_2_2 SUM,Asi Srs17 1 1 1 SUM
2014-15,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1037,1361,14.8,18567,24184,24334,25497,400,67740,411,3010,1255,22002,0,67740,2,16,47,5.7,18.9,30.4,3010,45512,21927,43122,35194
2014-15,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,37,51,10.25,426,590,599,629,29,2147,5,171,29,566,27,2147,1,3,21,6.4,16.37,21.36,171,1903,819,1732,1163
2014-15,AUGUST,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,799,1163,18.4,22747,36741,35366,37645,114,139954,41,12008,1133,15399,2583,139954,0,2,36,7.2,18.9,33,12008,94954,28691,82946,61459
2014-15,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,329,414,12.1,10738,14148,13899,14512,975,41601,204,1365,262,5006,471,41601,1,46,100,6.11,19.31,31.75,1365,22387,8403,27496,20239
2014-15,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1779,2446,13.33,22005,30493,31356,32887,4205,105000,228,2194,803,14606,826,105000,1,17,61,6.28,18.28,31.22,2194,63642,18481,68674,59395
2014-15,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1157,1622,14.26,15363,21854,22545,23450,714,71284,172,2016,468,12511,1562,71284,1,19,60,5.94,15.54,23.38,2016,40931,16101,47076,36600
2014-15,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1143,1618,14.36666667,13898,19163,19543,20750,308,67216,265,3984,707,14814,234,67216,2,17,56,8.5,16.1,24.29,3984,52005,15305,48021,33207
2014-15,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,618,753,11.68,23352,30825,30681,31578,535,74598,333,3159,1105,20719,0,74598,1,3,45,5.87,15.95,24.55,3159,59577,24814,65751,45298
2014-15,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,842,1219,15.7,13769,22523,21349,23644,1320,74051,358,3118,1084,18833,132,74051,1,29,90,7.32,22.98,35.33,3118,48662,23266,54950,37581
2014-15,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,760,998,14.2,15257,20513,20616,21511,511,50296,667,6731,945,20309,0,50296,3,37,80,5.93,18.63,28.22,6731,59631,23105,52900,30921
2014-15,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,671,874,13.38,10000,13215,13480,14054,1015,38885,286,2284,745,14690,965,38885,3,31,97,5.85,17.2,28.2,2284,38508,15132,36296,21563
2014-15,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1114,1471,14,19828,25898,26031,27297,504,72357,437,3222,1462,24585,0,72357,2,17,54,5.6,19,32.1,3222,49411,24533,46774,36458
2014-15,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,37,46,9.25,451,601,592,615,35,2028,5,124,18,558,29,2028,1,1,8,6.1,17.43,19.84,124,1881,902,1757,1199
2014-15,DECEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,851,1436,20.4,21592,45232,39226,46309,1165,151176,639,18327,1569,17436,2187,151176,0,33,85,9,29.9,60.3,18327,105915,30790,87588,63999
2014-15,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,731,1172,17.03,10496,15798,15419,16895,2243,48993,344,2317,347,5468,838,48993,1,69,121,7.2,25.46,43.01,2317,25945,9609,30621,22418
2014-15,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1766,2996,17.67,23590,40339,37912,43248,6685,130110,352,2791,953,16675,532,130110,1,53,127,7.98,29.1,53.85,2791,70370,20710,76051,66687
2014-15,DECEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1288,2033,16.16,16387,27128,26881,29070,1907,74547,434,5267,468,13136,2078,74547,1,35,98,7.25,19.97,32.6,5267,43670,15822,48190,40455
2014-15,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,816,1296,17.6,14831,25461,22885,26677,471,79373,224,4624,916,16835,120,79373,2,14,52,11.42,23.42,39.07,4624,59246,17473,54622,37787
2014-15,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1657,2276,13.3,24348,35523,36166,37799,950,116447,456,4003,1484,24354,0,116447,1,12,53,6.68,18.12,27.5,4003,69032,28914,75181,50943
2014-15,DECEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1089,1518,16.08,17250,28235,26766,29644,430,81326,414,3653,1285,20718,198,81326,1,6,38,7.5,23.57,36.12,3653,53774,26996,62905,42649
2014-15,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,975,1345,14.9,17269,24896,24615,26241,345,57140,837,8757,1095,24373,0,57140,3,26,66,6.28,20.12,30.05,8757,70774,27485,62017,35723
2014-15,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,802,1141,22.5,11056,15765,15829,16875,1265,46761,381,3378,872,17174,822,46761,3,46,106,6.32,20.47,34.57,3378,44033,17583,40718,23407
2014-15,DECEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1268,1821,16,17791,28085,26769,29839,1051,82837,805,5723,1719,26606,0,82837,2,23,69,6.9,24.1,38.4,5723,52995,26037,48171,37996
2014-15,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,33,43,9.45,425,563,556,583,17,1930,13,183,21,429,27,1930,1,4,21,6.2,17.07,20.22,183,1758,749,1575,1142
2014-15,FEBRUARY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,745,1110,18.6,21407,36435,34309,37357,88,118141,389,13566,1228,14256,1498,118141,0,2,37,7.6,20.8,38.1,13566,90273,25866,76707,57592
2014-15,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,674,946,14.6,9784,12840,13121,13759,155,36381,168,1179,252,4562,480,36381,1,41,67,6.16,20.5,34.12,1179,20772,7748,25801,19319
2014-15,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1523,2255,15.57,20876,31522,30734,33634,2168,98566,182,1735,735,13156,610,98566,1,29,78,7.18,23.77,45.65,1735,57095,16421,62050,55437
2014-15,FEBRUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1054,1472,13.37,14659,20944,21507,22363,997,65547,103,3239,345,10251,1374,65547,1,19,43,6.32,15.97,24.45,3239,33778,12242,38619,33221
2014-15,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,745,1095,15.3,13121,19832,19163,20891,176,61963,223,3145,659,12915,115,61963,2,9,35,9.6,18.38,28.77,3145,47890,13443,44745,31830
2014-15,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1377,1789,12.45,20747,28374,29089,30163,277,92307,346,3033,1152,19947,0,92307,1,3,25,6.23,17.13,25.63,3033,56381,23241,60961,42063
2014-15,FEBRUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,991,1276,14.1,15278,23008,22560,24197,0,0,344,2740,1081,17473,0,0,1,5,26,6.77,21.02,32.77,2740,45353,21780,52127,36841
2014-15,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,757,1020,14.2,13687,19683,19514,20703,216,46070,576,7221,840,18304,0,46070,3,21,58,6.12,19.43,29.62,7221,55872,20725,48651,29256
2014-15,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,687,962,13.78,9284,12329,12730,13280,306,39022,285,2175,703,13488,759,39022,3,14,79,5.92,17.83,30.08,2175,35127,13860,33086,19479
2014-15,FEBRUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1043,1392,14.4,15155,23074,22311,24426,977,68971,679,5010,1385,21203,0,68971,2,26,66,7.2,23.9,39.6,5010,44134,20938,39822,33064
2014-15,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,28,36,9.25,421,556,548,566,17,1983,0,145,0,463,18,1983,1,1,8,6.01,17.07,21.55,145,1844,822,1699,1226
2014-15,JANUARY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,923,1346,17.5,23748,39679,37312,40852,92,123094,339,13974,1434,16407,1878,123094,0,2,30,7.5,21.8,42.7,13974,98610,29372,84636,62601
2014-15,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,808,1136,14.3,10998,14626,14884,15704,288,41366,235,1683,315,5120,676,41366,1,41,75,6.19,21.35,37.43,1683,25945,8729,29183,24864
2014-15,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1813,2767,15.75,23901,36501,35652,39208,2252,109330,226,2191,807,14863,837,109330,1,26,82,7.13,25.18,48.22,2191,64075,18724,69746,62398
2014-15,JANUARY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1280,1814,13.79,16095,23937,24423,25654,1316,73377,113,3666,456,11668,2225,73377,1,19,48,6.94,17.29,26.6,3666,35309,13921,43561,37075
2014-15,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,862,1258,14.96666667,14768,22675,21583,23866,446,68102,269,3617,808,14753,61,68102,2,11,39,9.81,19.48,31.07,3617,53161,15286,49544,34791
2014-15,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1569,2085,12.87,23501,31761,32788,33846,445,102132,364,3184,1326,22202,0,102132,1,3,31,6.18,16.53,25.18,3184,62361,26038,67739,46795
2014-15,JANUARY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1050,1428,15.08,16931,26079,25232,27383,235,73372,388,3155,1158,19268,204,73372,1,4,25,7.03,22.13,34.47,3155,49612,24400,57620,40599
2014-15,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,1031,1350,13.62,15600,22304,22472,23654,141,50724,716,8289,1019,21390,0,50724,3,14,45,5.9,18.28,27.48,8289,63206,24350,54917,31942
2014-15,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,846,1120,19.03,10679,13914,14412,14998,532,41010,301,2620,814,15233,895,41010,3,9,76,5.77,17.55,28.02,2620,39476,15633,36915,21551
2014-15,JANUARY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1206,1610,15.2,17657,25993,25474,27539,461,72397,606,4676,1498,23700,0,72397,2,15,51,6.5,22.4,37.3,4676,47482,23202,43589,36480
2014-15,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,29,34,8.5,433,573,564,586,19,2226,8,174,22,549,31,2226,1,1,8,6.3,17.11,27.19,174,1996,847,1821,1273
2014-15,JULY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,858,1219,18.3,24171,39826,38095,40771,1331,155461,335,12720,1215,16792,2642,155461,0,21,69,7.4,19.7,35.1,12720,100787,30867,88067,64880
2014-15,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,273,386,14.1,11080,15197,14668,15491,2565,46342,176,1362,270,5682,475,46342,1,66,119,6.36,20.63,34.08,1362,23834,9320,28985,20751
2014-15,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1780,2597,14.68,22900,33070,33557,35609,8703,123058,274,2537,866,15691,1099,123058,1,35,85,6.58,19.97,36.65,2537,67231,19848,72387,62249
2014-15,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1154,1667,14.59,15461,22751,23163,24368,575,74393,249,2452,514,13313,2013,74393,1,22,69,6.04,16.26,25.85,2452,43249,16657,48880,37649
2014-15,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1299,1837,14.733,14281,19935,20260,21730,491,71656,252,3704,760,15598,97,71656,2,23,65,8.69,17.05,27.26,3704,53994,16182,50290,34692
2014-15,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,524,674,11.92,23579,31776,31363,32450,561,81515,352,3368,1215,21835,0,81515,1,2,45,6.07,16.82,26.15,3368,63035,25979,68927,47528
2014-15,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,905,1364,16.62,14349,24059,22593,25288,884,78543,403,3521,1133,19857,153,78543,1,28,90,7.62,24.2,39.78,3521,50726,24559,56565,38359
2014-15,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,782,1076,14.7,15248,21475,21184,22551,572,54146,792,7221,923,20871,0,54146,3,32,81,6.33,20.8,32.75,7221,62348,23582,55127,32860
2014-15,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,712,942,15.07,10062,13619,13899,14523,1282,42591,357,2575,811,16189,698,42591,3,45,103,6.1,17.6,30.3,2575,40709,16241,38134,22166
2014-15,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1093,1482,14.3,19686,26556,26471,27957,888,76925,457,3320,1399,24568,0,76925,2,23,66,5.8,19.9,33.2,3320,50428,24918,47787,37908
2014-15,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,28,33,8.75,451,596,576,600,19,2127,7,149,17,534,19,2127,1,1,9,6.1,17.28,22.37,149,1896,838,1747,1214
2014-15,JUNE,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,838,1195,19.3,25127,39158,37904,40096,209,151861,239,10629,1134,16653,2757,151861,0,4,46,7,18.3,31.8,10629,99168,30344,88539,65637
2014-15,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,256,330,12.05,10674,14120,13650,14327,1369,41025,173,1777,233,5107,393,41025,1,45,98,6.11,19.61,31.68,1777,22473,8820,28045,20391
2014-15,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1714,2395,14.9,23605,32080,32849,34420,6270,114001,276,2440,738,15060,1049,114001,1,33,81,6.18,18.17,32.52,2440,64978,18982,70143,60674
2014-15,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1133,1666,14.1,15358,22457,23018,24092,801,70268,67,2609,491,12429,1650,70268,1,22,75,6.1,15.94,24.46,2609,38923,15969,47094,36734
2014-15,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1203,1616,13.51666667,14177,19087,19569,20662,301,67308,268,3594,669,14796,115,67308,2,19,59,8.15,15.62,24.21,3594,52084,15370,48490,33694
2014-15,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,558,690,11.38,23375,31080,30836,31770,341,76427,360,3047,1181,21011,0,76427,1,1,35,6.02,16.32,24.73,3047,60473,25347,67153,46237
2014-15,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,843,1284,15.67,13840,22874,21717,24041,840,74540,405,3443,1050,18706,152,74540,1,25,84,7.47,23.32,38.58,3443,48625,23326,54179,36981
2014-15,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,756,1001,14.55,15397,21203,21071,22204,115,49651,666,6211,923,19813,0,49651,3,16,48,6.15,19.53,29.73,6211,59134,22465,52923,31446
2014-15,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,675,876,13.73,9264,12918,13155,13780,668,39394,232,2002,693,15604,706,39394,3,18,85,6.2,18.6,31.25,2002,38866,15630,36864,21400
2014-15,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1015,1352,14.3,19500,25768,25703,27056,464,72012,460,3388,1400,23917,0,72012,2,16,52,5.6,19.5,32.4,3388,48220,23869,45489,36076
2014-15,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,41,48,9.75,403,535,544,569,21,1953,20,177,12,432,34,1953,1,1,2,5.58,17.03,22.73,177,1816,783,1639,1206
2014-15,MARCH,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,794,1266,17.65,23848,40344,38119,41334,288,132633,442,14750,1211,15694,1858,132633,0,2,35,7.5,20.55,36.6,14750,100113,28625,85363,64154
2014-15,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,665,935,14.15,10587,14012,14197,14904,315,40972,240,1667,307,5031,534,40972,1,42,73,6.5,20.62,35.83,1667,23050,8539,28144,21061
2014-15,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1742,2552,15.32,22982,34967,34042,37342,1698,110154,216,2062,732,14351,1143,110154,1,24,62,7.23,24,44.67,2062,64401,17942,69739,61863
2014-15,MARCH,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1206,1640,13.5,16965,23453,24066,24996,1072,73693,158,3908,386,10989,1840,73693,1,19,47,6.12,15.83,24.23,3908,38322,13217,42785,37434
2014-15,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,804,1103,14.7,15352,21644,21136,22703,76,68098,326,3961,760,14534,136,68098,2,5,28,8.77,16.98,25.88,3961,53871,15114,49910,35376
2014-15,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1574,2010,11.78,23694,31570,32665,33580,317,100897,376,3207,1230,21770,0,100897,1,3,25,6.1,16.08,24.17,3207,62139,25239,67240,46677
2014-15,MARCH,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,994,1347,14.8,17198,25438,25044,26666,0,0,359,2987,1167,19122,0,0,1,4,20,6.75,20.7,32.03,2987,50162,24038,57785,40779
2014-15,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,869,1132,14.63,16914,22586,22574,23718,179,51447,616,7254,971,20813,0,51447,3,21,56,5.97,19.45,29.1,7254,61889,23604,54635,32542
2014-15,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,840,1112,14.12,10650,13914,14281,14925,432,42841,283,2628,764,14980,857,42841,3,13,83,5.77,17.87,29.72,2628,39216,15396,36789,21550
2014-15,MARCH,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1235,1518,13.8,17164,24152,24035,25634,403,71500,802,5872,1415,22836,0,71500,2,14,49,7,22.1,36.6,5872,48193,22347,43129,35796
2014-15,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,36,41,9.25,460,609,591,615,31,2134,9,162,19,522,29,2134,1,1,5,6.04,16.4,19.79,162,1935,810,1773,1251
2014-15,MAY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,1007,1379,16.4,27539,39834,39266,40967,337,148825,185,9947,1120,16919,2936,148825,0,5,62,6.6,16.5,27.7,9947,101269,30475,91322,68557
2014-15,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,259,342,12.2,11581,14896,14519,15059,1012,40385,195,1294,251,5134,308,40385,1,42,84,6.03,18.36,29.01,1294,23076,9122,29319,21487
2014-15,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1779,2422,13.38,24976,33410,34203,35766,3248,113143,259,2564,799,15223,225,113143,1,19,57,6.12,17.87,31.57,2564,66804,19377,72177,62921
2014-15,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1150,1653,15.06,16680,24016,24576,25626,793,72011,44,2775,502,12766,1878,72011,1,21,74,6.91,16.78,24.68,2775,39961,16436,48985,38375
2014-15,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,1228,1657,13.78,14767,19802,20385,21437,312,68586,249,3677,609,14672,139,68586,2,17,57,8.15,15.38,22.97,3677,53577,15239,49900,35228
2014-15,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,548,668,11.38,24823,31939,31704,32607,378,77997,397,3397,1187,20934,0,77997,1,1,35,5.8,15.55,24.62,3397,61543,25097,67788,47238
2014-15,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,837,1262,16.3,14414,23634,22344,24797,497,74344,393,3446,1063,19120,105,74344,1,14,69,7.43,23.45,37.1,3446,49756,23961,55889,37822
2014-15,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,774,1056,14.72,16373,22087,22034,23143,291,50352,682,6022,885,19951,0,50352,3,22,63,5.97,19.23,28.47,6022,60680,23105,54658,32621
2014-15,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,729,935,13.62,9710,13154,13476,14079,479,40297,162,1377,803,16859,144,40297,3,8,68,6.1,18.2,29.13,1377,40369,16773,38992,22380
2014-15,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1089,1445,14.5,19956,26425,26508,27819,713,72530,430,3059,1383,23729,0,72530,2,20,56,5.8,19.2,32,3059,48278,23668,45938,37148
